"","column_label","trans_type","threshold_temporal","proportion_sim_temporal"
"1",1,"g1g1",216.777767570317,0.39030178528618
"2",1,"mixed",262.223015299439,0.469078610217283
"3",1,"g2g2",312.246956805512,0.140619604496537
"4",2,"g1g1",158.395930066891,0.466566031364501
"5",2,"mixed",283.762838840485,0.316799225422573
"6",2,"g2g2",405.944034719467,0.216634743212926
"7",3,"g1g1",104.912374222279,0.539792222468927
"8",3,"mixed",295.543348219991,0.170257828090318
"9",3,"g2g2",451.740296888351,0.289949949440755
"10",4,"g1g1",81.6067941494286,0.581007569744723
"11",4,"mixed",302.053969919682,0.0878415675622986
"12",4,"g2g2",469.374276675284,0.331150862692978
"13",5,"g1g1",73.5781819924712,0.602436649906743
"14",5,"mixed",305.525625661015,0.0448227616043778
"15",5,"g2g2",477.535470938682,0.35274058848888
"16",6,"g1g1",70.405571258068,0.613675509823859
"17",6,"mixed",308.155570819974,0.0226270151130471
"18",6,"g2g2",481.112103730441,0.363697475063094
"19",7,"g1g1",68.9603355536936,0.619392844574586
"20",7,"mixed",307.100193965435,0.0113886507897108
"21",7,"g2g2",483.174219787121,0.369218504635703
"22",8,"g1g1",68.3449150756933,0.622043751826796
"23",8,"mixed",312.236512380838,0.00575184824370448
"24",8,"g2g2",483.682715463639,0.372204399929499
"25",9,"g1g1",68.0100783333182,0.623510496744438
"26",9,"mixed",315.675635230541,0.00286372339311007
"27",9,"g2g2",484.978207844496,0.373625779862452
"28",10,"g1g1",67.8288156189024,0.624242548400389
"29",10,"mixed",315.268911540508,0.0014272874649898
"30",10,"g2g2",484.720877051353,0.374330164134621
