"","column_label","trans_type","threshold_temporal","proportion_sim_temporal"
"1",1,"g1g1",514.427548465133,0.390497712069766
"2",1,"mixed",549.13341615051,0.468660804700022
"3",1,"g2g2",586.845823139697,0.140841483230212
"4",2,"g1g1",387.808980119228,0.466556510183808
"5",2,"mixed",605.51768553257,0.316770650587986
"6",2,"g2g2",829.255009984969,0.216672839228206
"7",3,"g1g1",288.589250701666,0.5395625459808
"8",3,"mixed",635.443003857134,0.170316709166218
"9",3,"g2g2",944.592351445556,0.290120744852982
"10",4,"g1g1",243.277078334987,0.58086060475806
"11",4,"mixed",648.941971927881,0.0880011854279312
"12",4,"g2g2",990.303729492426,0.331138209814008
"13",5,"g1g1",224.269168598577,0.602246179427936
"14",5,"mixed",662.58470210433,0.0447524073317011
"15",5,"g2g2",1005.70924875587,0.353001413240363
"16",6,"g1g1",215.273316931725,0.613301867182762
"17",6,"mixed",678.240821504593,0.0226919355080652
"18",6,"g2g2",1015.4627266109,0.364006197309173
"19",7,"g1g1",211.100855308026,0.61934213320805
"20",7,"mixed",669.793864911795,0.0114658254778347
"21",7,"g2g2",1023.46390772164,0.369192041314115
"22",8,"g1g1",209.156005235761,0.621893928193053
"23",8,"mixed",675.509412765503,0.00573376837853218
"24",8,"g2g2",1024.17895793915,0.372372303428415
"25",9,"g1g1",207.974543338642,0.623526043333338
"26",9,"mixed",661.97403177023,0.00283223833795472
"27",9,"g2g2",1025.10217823535,0.373641718328707
"28",10,"g1g1",207.50801215861,0.623798628964203
"29",10,"mixed",700.799659961462,0.00146638610690258
"30",10,"g2g2",1025.11769403219,0.374734984928895
