"x"
0
7
7
7
7
7
7
0
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
0
0
0
0
7
0
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
7
7
7
7
7
7
7
7
7
7
7
7
28
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
28
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
28
0
7
28
7
7
7
7
7
7
7
28
7
7
7
7
7
7
7
7
7
7
7
14
7
7
7
14
7
7
7
7
28
7
7
7
7
7
7
7
28
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
14
7
7
7
7
7
7
7
7
7
7
14
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
28
7
7
7
7
7
7
28
7
7
7
28
7
28
7
7
7
7
7
14
7
7
7
7
14
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
7
28
7
7
7
7
7
7
7
7
7
7
7
28
7
7
28
28
28
28
7
28
28
28
28
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
28
7
7
28
28
28
28
14
7
7
28
7
7
7
7
28
7
7
7
7
7
7
7
7
28
28
7
7
7
7
28
7
7
7
0
0
0
0
0
7
7
28
7
7
28
28
7
28
7
28
7
7
7
7
7
7
7
0
7
14
7
7
28
7
7
7
7
7
7
7
28
28
7
7
7
7
14
7
7
7
7
7
7
7
7
7
0
7
7
7
7
28
